Group,Company
"2021
KShs’000","2021
KShs’000"
"168,993","191,230"
"95,913","93,881"
391,391
91,-
955,(47)
-,-
222,-
"(17,089)","(17,089)"
-,-
"1,010","1,010"
"(23,760)","(23,760)"
"105,902","97,826"
"(46,693)","(48,463)"
"(75,389)","(81,186)"
"210,455","213,793"
