Group,Company
"2019
KShs’000","2019
KShs’000"
"89,534","108,400"
"99,109","86,304"
267,267
188,188
105,105
"(2,004)","(2,004)"
387,-
"(41,390)","(36,969)"
971,971
"(10,395)","(10,395)"
"(68,129)","(70,433)"
"7,591","(2,005)"
"(36,329)","(8,926)"
"39,905","65,503"
