"2,464",Column,"2,344"
,"230,745
271,055
98,345
78,278
364
19,321
19,922
56,171
24,930
18,803
17,657
19,118
10,437
81,940",
"219,092",,"186,643"
"240,394",,"231,911"
"109,077",,"109,013"
"84,495",,"78,566"
292,,292
"19,344",,"17,478"
"16,753",,"19,140"
"41,201",,"38,814"
"52,826",,"52,596"
"18,901",,"17,145"
"17,167",,"16,018"
"36,695",,"29,741"
"6,633",,"5,353"
"56,822",,"33,593"
"919,692","947,086","836,303"
,"466,459
111,841
348,864
19,922",
"486,259",,"450,822"
"110,693",,"105,295"
"305,987",,"261,046"
"16,753",,"19,140"
"919,692","947,086","836,303"
,993,
955,,166
"15,471","18,369","15,471"
