GROUP,Column,COMPANY
"2015
KShs’000
264,633
(57,529)",,"2015
KShs’000
215,698
(53,395)"
"207,104","103,325","162,303"
"(110,032)
-
3,228
(119,829)
46,512
10,395","(127,863)
(475)
2,671
125,011
60,868
10,395","(66,698)
-
1,978
(89,518)
38,628
10,395"
"(169,726)","70,607","(105,215)"
"(101,532)","( 93,722)","(101,532)"
"(101,532)","( 93,722)","(101,532)"
"(64,154)","80,210","(44,444)"
"478,158
(64,154)
(13,436)","406,611
80,210
( 8,663)","290,359
(44,444)
-"
"400,568","478,158","245,915"
