GROUP,COMPANY
"2022
KShs’000","2022
KShs’000"
"(99,736)","(79,618)"
"(66,104)","(66,104)"
"(165,840)","(145,722)"
"(89,106)","(89,106)"
"1,619","1,080"
-,-
"11,651","11,651"
"25,245","25,245"
"(50,591)","(51,130)"
"(1,052)","(1,052)"
"(87,865)","(87,865)"
"(88,917)","(88,917)"
"(305,348)","(285,769)"
"585,794","562,817"
"(3,328)",-
"277,118","277,048"
