Group,Column,Company
2016,"2015
KShs’000
412,402
(88,594)",2016
KShs’000,,KShs’000
"319,171",,"289,642"
"(84,190)",,"(70,868)"
,"323,808
32,147
-
3,646",
"234,981",,"218,774"
"68,797",,"47,086"
-,,"91,234"
"16,506",,"7,065"
"320,284",,"364,159"
