Group,Company
"2021
KShs’000","2021
KShs’000"
(920),47
-,-
(920),47
"521,853","519,141"
"267,648","267,648"
"126,227","126,225"
"95,913","93,881"
"45,512","41,394"
"41,642","41,358"
"35,479","35,479"
"27,580","27,510"
"15,496","15,385"
"13,858","13,998"
"11,692","11,332"
"7,499","7,499"
"5,653","5,653"
"5,095","4,316"
391,391
-,-
"41,365","40,776"
(435),(97)
"(3,864)","(19,988)"
"(5,900)","(6,118)"
"(9,764)","(26,106)"
"1,252,704","1,225,783"
