Group,Company
"2020
KShs’000","2020
KShs’000"
"894,076","891,998"
"78,428","75,507"
"43,922","43,922"
"81,678","82,371"
"1,098,104","1,093,798"
"983,863","979,557"
"114,241","114,241"
"1,098,104","1,093,798"
