GROUP,COMPANY
"2021
KShs’000","2021
KShs’000"
"624,557","628,448"
"10,698","10,698"
-,60
"163,350","163,350"
"43,044","43,044"
"841,649","845,600"
"206,705","205,809"
-,-
"348,866","330,544"
"14,094",-
-,-
"585,794","562,817"
"1,155,459","1,099,170"
"1,997,108","1,944,770"
"97,627","97,627"
"2,554","2,554"
"88,116","113,623"
"1,400,515","1,394,529"
"1,588,812","1,608,333"
"7,726","7,726"
"1,052","1,052"
"3,289","3,289"
"396,229","324,370"
"400,570","328,711"
"1,997,108","1,944,770"
