Name,Basic salary,Column,"Housing & Other
allowances",Column,"Retirement
benefits",Column,Bonus,Column,Grand total,Column
Marion Mwangi,"2020
11,020","2019
11,475","2020
6,635","2019
6,888","2020
1,770","2019
2,203","2020
553","2019
611","2020
19,978","2019
21,177"
Arthur Kamau,"9,235","9,654","4,261","4,405","1,352","1,408",418,832,"15,266","16,299"
Total,"20,245","21,129","10,896","11,293","3,122","3,611",971,"1,443","35,244","37,476"
