Continuous Integration Training,"Computer, Office & General Standards"
,Daily standard work
,Fire Safety
,Waste Management
,Hand Washing techniques
,Kaizen principles
,One- point lessons & Standard operating procedure
,Project Management
,Tagging/Un-tagging procedure
Competency,The Linde group Competency Management System.
Accreditation,ISO 45001:2018- Understanding & Awareness Training
Safety Health Environment and Quality,Act Safe & Lead Safe
,Defensive Driving
,Driver
Linde Compliance Training,Code of Business Integrity
,Anti -Corruption
,Competition Law
,Business Partner Compliance
,Healthcare Compliance
,Data Privacy Basics
,Information Security
