GROUP,Column,COMPANY
2018,"2017
KShs’000
40,903
3,331
-",2018
KShs’000,,KShs’000
"49,973",,"42,629"
"4,042",,"2,974"
-,,-
"4,042","3,331","2,974"
"54,015","44,234","45,603"
