GROUP,COMPANY
"2022
KShs’000","2022
KShs’000"
"569,630","580,387"
"10,308","10,308"
-,60
"178,200","178,200"
"47,260","47,260"
"805,398","816,215"
"202,687","202,687"
"657,220","647,193"
"8,458","8,458"
"277,118","277,048"
"1,145,483","1,135,386"
"1,950,881","1,951,601"
"97,627","97,627"
"2,554","2,554"
"100,805","128,473"
"1,460,642","1,425,040"
"1,661,628","1,653,694"
"7,678","7,678"
"1,052","1,052"
"1,149",-
"279,374","289,177"
"281,575","290,229"
"1,950,881","1,951,601"
