Group,Company
"2022
KShs’000","2022
KShs’000"
"213,426","168,517"
"92,552","86,099"
390,390
"(1,079)","(1,080)"
"51,068","51,068"
990,-
"(11,651)","(11,651)"
"1,004","1,004"
"(25,245)","(25,245)"
"(308,354)","(316,649)"
"4,018","3,122"
"(116,855)","(35,193)"
"(99,736)","(79,618)"
