GROUP,COMPANY
"2019
KShs’000","2019
KShs’000"
"975,863","930,610"
"(546,914)","(511,673)"
"428,949","418,937"
"2,076","2,076"
"(95,268)","(92,296)"
"(295,954)","(263,543)"
"6,160","3,726"
"45,963","68,900"
"54,133","49,456"
"(10,562)","(9,956)"
"89,534","108,400"
"(33,633)","(32,801)"
"55,901","75,599"
662,-
"(30,214)","(30,214)"
"(4,923)","(4,923)"
"(34,475)","(35,137)"
"21,426","40,462"
2.86,3.87
