Group,Company
"2023
KShs’000","2023
KShs’000"
"931,771","931,771"
"515,108","512,673"
"58,915","58,915"
"33,548","33,548"
"1,539,342","1,536,907"
"990,686","990,686"
"548,656","546,221"
"1,539,342","1,536,907"
