GROUP,Column,COMPANY
"2014
KShs’000
1,296,679
( 667,502)",,"2014
KShs’000
1,223,756
( 657,638)"
"629,177
2,671
( 112,012)
( 318,986)
200,850
78,896
( 1,762)
277,984
( 48,359)","644,988
9,526
( 112,275)
( 310,406)
231,833
185,512
( 108,953)
308,392
( 105,756)","566,118
2,349
( 105,787)
( 263,524)
199,156
65,361
( 730)
263,787
( 43,737)"
"229,625","202,636","220,050"
-,-,-
"( 7,626)
( 443,064)
( 14,085)","6,556
522,016
360","-
( 443,064)
( 14,085)"
"(464,775)","528,932","(457,149)"
"(235,150)","731,568","(237,099)"
11.76,10.38,11.27
