GROUP,COMPANY
"2023
KShs’000","2023
KShs’000"
"474,212","474,282"
"(50,547)","(50,547)"
"423,665","423,735"
"(15,922)","(15,922)"
"9,007","9,007"
"2,276","2,276"
"25,245","25,245"
"20,606","20,606"
"(1,052)","(1,052)"
"(86,888)","(86,888)"
"(87,940)","(87,940)"
"356,331","356,401"
"277,118","277,048"
-,-
"633,449","633,449"
