GROUP,Column,COMPANY
"2015
KShs’000
1,186,420
(603,181)",,"2015
KShs’000
1,085,224
(558,062)"
"583,239
3,228
(101,093)
(325,199)
160,175
74,343
(12,797)
221,721
(73,121)","629,177
2,671
(112,012)
(318,986)
200,850
78,896
(1,762)
277,984
(48,359)","527,162
1,978
(96,403)
(273,012)
159,725
65,237
(3,473)
221,489
(67,829)"
"148,600","229,625","153,660"
-,-,-
"(13,783)
(79,717)
13,350","(7,626)
(443,103)
(14,046)","-
(79,717)
13,350"
"(80,150)","(464,775)","(66,367)"
"68,450","(235,150)","87,293"
7.61,11.76,7.87
