Name,2022,2021
Seddiq Hassani,4.0%,2.1%
Vasileios Karalis,0.0%,N/A
Jean-Michel Pons,0.0%,3.0%
Average staff salary increase Kenya,5.5%,4.6%
Average staff salary increase Uganda,5.5%,6.0%
