Column,GROUP,Column,COMPANY,Column
,2012,2011,2012,2011
,Shs’million,Shs’million,Shs’million,Shs’million
"Receivables from related parties
Lafarge France
Lafarge South Africa
Lafarge Technical Centre Europe
Chilanga Cement Plc Zambia
Circle Cement Limited
Malawi Portland Cement
West Africa Portland Cement
Ashaka Cement Co.
Lafarge Cairo
Receivables from subsidiaries
Hima Cement Limited
Bamburi Special Products Limited
Lafarge Ecosystems Limited
Total receivables (note 22(a))","9
1
1
-
-
24
13
0
150
198
-
-
-
-
198","14
1
1
16
10
7
29
6
97
181
-
-
-
-
181","9
1
1
-
-
24
13
-
150
198
767
382
57
1,206
1,404","14
1
1
16
10
7
29
6
97
181
1,065
261
19
1,345
1,526"
