Column,2024,Column,Column
,Kes’million,,
"4,680",,"2,896",
,"4,680",,"2,896"
,310,,89
,-,,(6)
,,,(74)
,(954),,(259)
,"4,036",,"2,646"
,"(1,108)",,"(1,087)"
,"8,186",,-
,15,,278
,-,,425
,"7,093",,(384)
,"(8,610)",,(272)
,"(8,610)",,(272)
"3,077",,"1,990",
,"3,077",,"1,990"
,"4,372",,"2,387"
,"3,077",,"1,990"
,"(1,642)",,(5)
,"5,249",,"4,372"
