latoT noillim’shS,Column,"309,3 )403( 995,3",Column,Column,Column,Column,Column,")196,3( )822,2(",Column,Column,Column
-noN gnillortnoc stseretni noillim’shS,"085,2",543,)06(,582,-,-,-,)424(,)05(,)474(,"193,2"
latoT noillim’shS,"039,82","855,3 )442( 413,3",,,- - )17(,,,")762,3( )871,2(",,,
deniateR sgninrae noillim’shS,"478,81","855,3",42,"285,3",004,)021(,)17(,")762,3(",")871,2(",")544,5(","022,71"
"noitalsnarT evreser noillim’shS )c(52
etoN",)603(,- )341( )341(,,,- - -,,,- -,,,
"-elbaliavA elas-rof- evreser noillim’shS )b(52
etoN",485,-,)521(,)521(,-,-,-,-,-,-,954
"tessA noitaulaver evreser noillim’shS )a(52
etoN","369,7",- - -,,,)004( 021 -,,,- -,,,
"erahS latipac noillim’shS 42
etoN","518,1",-,-,-,-,-,-,-,-,-,"518,1"
"4102
rebmeceD
13
dedne
raeY",,,,,,,,,,,
