Column,Column,Adjustments,Column
Kenya,Uganda,and eliminations,Consolidated
"22,218",,-,
72,,(72),
"22,290",,(72),
"(18,397)",,72,
"3,893",,-,
18%,,-,
24,,-,
54,,-,
69,,-,
"1,590",,-,
(318),,-,
"1,272",,-,
"29,874",,(958),
"7,646",,(45),
"1,416",,-,
35,,-,
