Column,Neither past,Past due but not impaired,Column,Column,Column,Impaired
Carrying,due nor,< 30,30–60,91–120,> 120,
amount,Impaired,days,days,days,days,
Shs’million,Shs’million,Shs’million,Shs’million,Shs’million,Shs’million,Shs’million
764,390,190,93,57,110,(76)
