"Share
capital
Shs’million
Note 24","Asset
revaluation
reserve
Shs’million
Note 25(a)","Fair value
reserve
Shs’million
Note 25(b)","Cash flow
hedging reserve
Shs million
Note 25(d)","Retained
earnings
Shs’million","Total
Shs’million"
"1,815
-
-","7,880
-
-","249
-
335","-
-
-","13,922
3,204
25","23,866
3,204
360"
-,-,335,-,"3,229","3,564"
"-
-
-
-","(317)
95
-
-","-
-
-
-","-
-
-
-","317
(95)
(3,085)
(726)","-
-
(3,085)
(726)"
-,-,-,-,"(3,811)","(3,811)"
"1,815","7,658",584,-,"13,562","23,619"
