"2019
Shs’million","2018
Shs’million","2019
Shs’million","2018
Shs’million"
194,,3,
(194),,(3),
-,,-,
-,,-,
70,,3,
(70),,(3),
-,,-,
-,,-,
-,,-,
-,,-,
