COMPANY,"Level 1
Shs’million","Level 2
Shs’million","Level 3
Shs’million"
,-,,"6,994"
,-,,"6,152"
,452,,-
,-,,-
,-,,"6,973"
,-,,"6,646"
,452,,-
,-,,-
