2017,Column,2017
Shs’million,,Shs’million
,"4,684
1,205
247
44
658",
"4,831",,"2,413"
"1,054",,622
369,,178
48,,2
"1,119",,721
,"6,838
(3,803)
5,963
3,361
211
2,648
3,180
1,159
952
2,093
2,084
283
1,516
19",
"7,421",,"3,936"
"(3,663)",,-
"4,681",,"1,897"
"4,580",,"1,932"
573,,339
"2,776",,"1,688"
"3,209",,"2,170"
"1,221",,639
562,,525
"1,751",,"1,466"
"1,416",,950
28,,(101)
"1,492",,861
14,,14
,"19,666
26,504",
"18,640",,"12,380"
"26,061",,"16,316"
,"21,820
4,684",
"21,230",,"13,903"
"4,831",,"2,413"
,"26,504",
"26,061",,"16,316"
