Name,2021,2020
Seddiq Hassani,2.1%,1.3%
Grace Oluoch,None,None
Jean-Michel Pons,3.0%,None
Average staff salary increase - Kenya,4.6%,None
Average staff salary increase - Uganda,6.0%,None
