Interest rate,Column,Future salary increases rate,Column,Award escalation rate,Column
+1/2%,-1/2%,+1/2%,-1/2%,+1/2%,-1/2%
Shs'million,Shs'million,Shs'million,Shs'million,Shs'million,Shs'million
(15),6,6,(15),(5),(5)
(1),1,-,-,1,(1)
(16),7,6,(15),(4),(6)
