Column,2024,Column,Column
,Kes’million,,
,"20,795",,"21,178"
,"(15,367)",,"(16,263)"
,"(1,131)",,"(1,885)"
,"4,297",,"3,030"
,"6,868",,563
,(326),,(86)
,(379),,(291)
,"(1,901)",,"(1,548)"
,(15),,(26)
,31,,(35)
,"8,575",,"1,607"
,135,,98
,(37),,(43)
,98,,55
"8,673",,"1,662",
(818),,(362),
,(818),,(362)
,"7,855",,"1,300"
255,,13,
,255,,13
,3,,53
(1),,125,
,(1),,125
257,,191,
,257,,191
,"8,112",,"1,491"
