Column,Column,2015,Column,Column,2016,Column,Column,PROJECTED END 2017,Column,Column
"Grade/
Level","Hay Grade
Equivalent",Male,Female,Percentage,Male,Female,Percentage,Male,Female,Percentage
,18 & above,7,2,22%,10,1,9%,9,2,
,16 - 17,18,8,30%,18,10,35%,40,21,
,15 & Below,391,69,15%,361,71,19%,324,57,
,,416,79,16%,389,82,18%,373,80,
