2023,"2022
Restated"
KShs,KShs.
"42,574,290",-
"15,455,525,298","13,718,788,603"
"(80,373,851)","261,483,411"
"(3,261,608,545)","(227,905,619)"
"(11,911,981)","(21,937,293)"
"61,105,543","(16,899,759)"
"1,833,851,182","1,532,765,290"
"7,175,777,583","(875,685,128)"
"21,172,365,228","14,370,609,505"
"15,148,246,300","18,486,582,106"
"(10,247,196,232","(4,871,101,097"
"1,833,851,182","1,532,765,290"
"6,734,901,249","15,148,246,300"
"9,338,957,389","7,786,148,607"
"2,392,813,774","2,614,218,743"
"11,731,771,163","10,400,367,349"
"958,755,487","836,785,562"
"11,353,575",-
-,-
-,-
"970,109,062","836,735,562"
