Fully Performing,Column,Impaired
KShs,,KShs
"2,745,103,025","5,574,982,224","5,356,268,195"
"10,833,080","1,142,296,624","997,830,035"
"2,614,218,743",-,-
"7,786,148,607",-,-
"13,156,303,455","6,617,278,848","6,354,098,230"
