Beneficiary,Column,Project description,Column
,1) North Horr Primary School,,Construction of a Community Centre
,2) Kapsisi Primary School,,Construction of a dormitory
,3) Kaminjeiwet Community,Construction of Resource Centre,Construction of Resource Centre
,Resource Centre,,
,4) Chavakali High School,,Construction of a dormitory and Sanitation Block
5) Silale Secondary School,5) Silale Secondary School,,"Construction of 4 classrooms, administration block, 2 pit latrines,"
,,,staff quarters and a Boys’ Dormitory
6) Marasi Primary School,,,"Construction of 2No. Classrooms, 8 Door toilets for boys and"
,,,Perimeter Wall
,7) Simbi Mixed Secondary School,,Construction of girl’s dormitory
8) Yokot Primary School,8) Yokot Primary School,,"Rehabilitate sports grounds involving construction of washrooms, 2"
,,,"changing rooms, classrooms, levelling, labelling of field and"
,,,Construction of a perimeter wall
