GBP,Column,USD,ZAR
KShs,,KShs,KShs
-,-,"1,182,620,554",-
-,-,"1,411,339,966",-
-,-,"7,546,330,267",-
-,-,"10,140,290,787",
-,"(136,484,578)","(933,645,090)","57,953"
-,-,"(6,734,901,241)",-
-,"(136,484,578)","2,471,744,456","57,953"
