Specific Provisions,Column,"Other
Provisions"
KShs,,KShs
"6,506,260,359","30,774,829",-
"891,514,904","20,328,129",-
"(187,416,188)",-,-
"778,402,259",-,-
"7,988,761,334","51,102,957",-
