2023,"2022
Restated"
KShs,KShs
"18,729,306,450","18,729,306,450"
-,-
-,-
"18,729,306,450","18,729,306,450"
"(2,211,568,175)","(1,313,417,758)"
"(742,676,197)","(898,150,417)"
"(2,954,244,371)","(2,211,568,175)"
"15,775,062,079","16,517,738,275"
