Column,2014 (Kshs’ 000),Column,2013 (Kshs’ 000),Column
Currency - GB Pounds,"Effect on
Profit","Effect on
Equity","Effect on
Profit","Effect on
Equity"
,353,247,262,184
,(353),(247),(262),(184)
Currency - US Dollars,,,,
,"1,590,154","1,113,108","787,545","551,282"
,"(1,590,154)","(1,113,108)","(787,545)","(551,282)"
Currency - Euro,,,,
,"13,689","9,582","17,402","12,182"
,"(13,689)","(9,582)","(17,402)","(12,182)"
Currency - JPY,,,,
,"2,577","1,804",-,-
,"(2,577)","(1,804)",-,-
Currency - HKD,,,,
,-,-,20,14
,-,-,(20),(14)
