2014,2013
Kshs’000,Kshs’000
"(6,361,189)","(5,320,107)"
"(780,549)","(651,254)"
-,-
-,-
"233,596","220,155"
"102,011","(609,983)"
"(6,806,131)","(6,361,189)"
