Capital and Reserves,Column,Column,Column,Column,Column
,"363,466","363,466","363,466","363,466","363,466"
,"512,289","512,289","512,289","512,289","512,289"
,"47,394,969","40,327,952","33,551,045","27,934,101","23,412,143"
,"11,887,512","11,859,254",-,-,-
,"60,158,236","53,062,961","34,426,800","28,809,856","24,287,898"
