Full Board meeting,4,10,98%
,18,10,
Board Finance Committee Meeting,9,5,98%
,1,5,
Board Human Resource Committee Meeting,4,5,98%
,9,5,
Board Technical Committee meeting,3,5,98%
,2,5,
Board Ad-hoc meeting,2,10,98%
,1,12,
Board Audit Committee Meeting,4,5,95%
,1,5,
