Withholding tax paid on rent income,(,4,4,"0,969) (35,893,503)"
Advance tax paid,(,2,6,"4,900) (607,590)"
Tax over-provision 2017,,,,- -
Withholding tax paid on miscellaneous income,"(53,",4,3,"5,004) -"
