Capital and Reserves,Column,Column,Column,Column,Column
,"363,466","363,466","363,466","363,466","363,466"
,"512,289","512,289","512,289","512,289","512,289"
,"63,092,109","54,787,041","47,394,969","40,327,952","33,551,045"
,"10,022,711","10,022,712","11,887,512","11,859,254",-
,"73,990,575","65,685,508","60,158,236","53,062,961","34,426,800"
