COST,Column,NBV
KShs,,KShs
"46,337,509",-,"46,337,509"
"9,554,691,089","4,338,840,027","5,215,851,062"
"66,007,162,596","15,665,050,816","50,342,111,780"
"388,831,318","388,831,298",20
"784,777,881","608,934,324","175,843,557"
"1,463,681,846","1,308,346,702","155,335,144"
"25,081,267,925","5,863,317,280","19,217,950,645"
"103,326,750,164","28,173,320,447","75,153,429,717"
