"Chairperson – Kenya Pipeline
Company",P.O. Box 73442-00200 Nairobi
"MD & CEO – Kenya Pipeline
Company",P.O. Box 73442-00200 Nairobi
"Cabinet Secretary-National
Treasury and Economic Planning",P.O. Box 30007-00100 Nairobi
"PS, State Department of
Petroleum",P.O. Box 51614-00100 Nairobi
Attorney General,P.O. Box 40112-00100 Nairobi
Human Resource Expert,P.O. Box 821-80100 Mombasa
Operations Management,P.O. Box 2378-00606 Nairobi
Human Resource/ IT expert,"P.O. Box 86819-80100
Mombasa"
Public Communications Specialist,"P.O. Box 12051 – 00400
Nairobi"
Community Development,P.O. Box 158 – 30500 Lodwar
Alternate to Attorney General,P.O. Box 40112-00100 Nairobi
"Alternate to CS, National Treasury",P.O. Box 30007-00100 Nairobi
"Alternate to PS, State Department
of Petroleum",P.O. Box 51614-00100 Nairobi
