Column,2014,"2013
(Restated)"
Note,Kshs’ 000,Kshs’ 000
5,"20,055,532",
6,"(6,912,545)",
,"13,142,987","11,539,344"
7,"283,926",
8 (a),"156,905",
8 (b),"101,511","(64,534)"
8 (c),-,"(240,677)"
9,"(3,462,384)","(3,737,630)"
,"10,222,945","8,111,117"
11 (a),"(3,120,162)","(1,381,198)"
"7,102,783",,"6,729,919"
