"YTIUQE
LATOT",shSK,"528,599,240,99",")586,260,379,1(","041,339,960,79","341,305,428,3","225,337,67",")005,264,077,5(",")889,030,191(",")000,000,000,8(","057,831,137,1","760,518,047,88","730,483,982","636,253,494,4",")773,943,1(",")402,175,816,6(",")718,726,331(","086,034,962,1","792,671,302,1","913,016,342,98"
,,"823,571,416,32",")849,957,133,2(","083,514,282,12",-,-,")005,264,077,5(",")889,030,191(",-,"057,831,137,1","246,060,250,71","730,483,982",")436,950,5(",")773,943,1(",")402,175,816,6(",")505,768,944(","086,034,962,1",-,"936,720,635,11"
"SGNINRAE
DENIATER",shSK,"475,560,355,47","362,796,853","738,267,119,47","341,305,428,3","225,337,67",-,-,")000,000,000,8(",-,"205,999,218,07",-,"072,214,994,4",-,-,"886,932,613",-,"792,671,302,1","757,728,138,67"
,,"619,882,215",-,"619,882,215",-,-,-,-,-,-,"619,882,215",-,-,-,-,-,-,-,"619,882,215"
"LATIPAC
ERAHS",shSK,"700,664,363",-,"700,664,363",-,-,-,-,-,-,"700,664,363",-,-,-,-,-,-,-,"700,664,363"
