Loans to/(from) shareholders,"18,624,239","12,168,075","(788,009)","(788,009)"
"Trade and other payables -
subsidiaries",-,-,"(13,281,527)",-
Loans from subsidiaries,-,-,"759,161,177","650,006,589"
Amount due from subsidiaries,-,-,"110,687,843","372,413,149"
