"As at
01 January 2022","146,894,092","152,450,453","3,665,461","(49,598,335)","347,121,399","589,519,430","1,190,052,500"
"Other
comprehensive
income",-,-,-,"(57,670,361)","368,268,769",-,"310,598,408"
"(Loss) for
the year",-,-,-,-,-,"(214,971,896)","(214,971,896)"
"As at 31
December 2022","146,894,092","152,450,453","3,665,461","(107,268,696)","715,390,168","374,547,534","1,285,679,012"
"As at 01 January
2023","146,894,092","152,450,453","3,665,461","(107,268,696)","715,390,168","374,547,534","1,285,679,012"
"Other
comprehensive
income",-,-,"637,707","6,011,805","92,752,000",-,"99,401,512"
"Transfer of realised
revaluation reserve
(Note 34)",-,-,-,-,"(2,395,223)","2,395,223",-
Loss for the year,-,-,-,-,-,"(74,655,902)","(74,655,902)"
