"Company
2015
KShs
-
-
-
14,634
-
(11,296,662)
-",Column,"Group
2015
KShs
2 ,283,151,865
( 1,476,312,127)"
,,"8 06,839,738
1 ,501,921
( 260,515,766)
( 244,278,863)
( 44,531,016)"
"(11,282,028)
-","8,638,914
-","2 59,016,014
2,086,323"
"(11,282,028)
(316,022)","8,638,914
(1,824,228)","261,102,337
( 62,714,891)"
"(11,598,050)
-","6,814,686
-","1 98,387,446
(19,539,360)"
"(11,598,050)
-","6,814,686
-","1 78,848,086
40,985,924"
"(11,598,050)","6,814,686","219,834,010"
-,-,-
"(11,598,050)","6,814,686","219,834,010"
,,1.10
,,1.36
