Transaction,Listing by Introduction on GEMS segment of NSE
Issuer,FTG Holdings Limited
Shares,"161,866,804 ordinary shares each of KES 0.825 each comprising the
issued and fully paid up Share Capital of the Issuer."
Status,"Upon listing, freely transferable ordinary shares ranking pari passu with
each other."
Trades,"Shares will be fully dematerialized and uploaded into the CDS prior to
trading."
Compliance,"The Listing is subject to the requirements of the Articles, The
Companies Act, The Capital Markets Act, the Nairobi Securities
Exchange Listing Manual and the Central Depositories Act, 2000."
Listing/ Introduction Price,KES 8.00 per share
Nominated Advisor,Burbidge Capital Limited
Market Segment,GEMS
Expected Listing Date,6th November 2014
Governing Law,Kenyan Law
