Column,2023,2022,2023,2022
Revenue (Shs),"4,462,993,507","4,026,016,240",-,-
Gross profit (Shs),"1,547,897,927","976,179,611",-,-
Gross profit margin (%),35%,24%,-,-
(Loss) before tax (Shs),"(61,437,923)","(265,729,030)","(35,437,083)","(13,022,700)"
Tax (shs),"(13,217,979)","50,757,134",-,-
(Loss) for the year (Shs),"(74,655,902)","(214,971,896)","(35,437,083)","(13,022,700)"
Net assets (Shs),"1,310,424,622","1,285,679,012","157,329,706","192,766,789"
