"6,489,592"
"(3,998,514)"
"2,491,078"
"3,664,173"
"(856,164)"
"2,808,009"
"5,299,087"
"19,528,785"
"202,281"
"(102,023)"
"100,258"
"(118,951)"
984
"(17,709)"
"1,577,274"
"(801,853)"
"(191,113)"
"584,308"
"830,176"
"584,308"
"10,044"
"1,424,528"
