2016
Shs’000
"5,659,296"
"(2,582,808)"
"3,076,488"
"3,376,094"
"(949,314)"
"2,426,780"
"5,503,268"
"19,743,564"
"722,494"
"(210,068)"
"512,426"
-
"(14,236)"
"498,190"
"642,875"
"(470,859)"
"(290,017)"
"(118,001)"
"948,818"
"(118,001)"
(641)
"830,176"
