"6,395,529"
"(2,956,845)"
"3,438,684"
"3,333,004"
"(1,244,070)"
"2,088,934"
"5,527,618"
"19,982,070"
"1,321,969"
"(510,492)"
"811,477"
"(5,571)"
"(8,866)"
"797,040"
"(251,364)"
"(878,309)"
"567,802"
"(561,871)"
"1,424,528"
"(561,871)"
"(2,984)"
"859,673"
