2018
Shs’000
"(116,379)"
"(33,591)"
"(87,131)"
"(237,101)"
"(875,768)"
"(8,464)"
"5,923"
"(878,309)"
"(75,707)"
-
"742,606"
"(195,542)"
"20,738"
"492,095"
"(623,315)"
"1,714,755"
"(623,315)"
"(2,985)"
"1,088,455"
"14,263"
"14,263"
"(75,707)"
"(75,707)"
"(61,444)"
"290,226"
"(61,444)"
"228,782"
