2018,%,Column,Column
Shs'000,,,
"19,982,070",,,
"(17,606,292)",,,
"2,375,778",,,
"116,649",,,
"2,492,427",100.0,"1,",
"1,102,375",44.2,,
"510,492",20.5,,
"166,493",6.6,,
"90,786",3.6,,"76,933 4.7
75,707 4.7"
"75,707",3.0,,
"713,067",28.6,,
"373,537",15.0,"295,282 18.2
(259,077) (16.0)",
"339,530",13.6,,
"2,492,427",100.0,,
