2017
Shs’000
"1,818,645"
"(175,985)"
"(47,341)"
"1,595,319"
"(791,410)"
"(19,705)"
"9,261"
"(801,854)"
"(75,707)"
"(40,765)"
"(120,240)"
"45,599"
"(191,113)"
"602,352"
"1,102,359"
"602,352"
"10,044"
"1,714,755"
"93,750"
-
"93,750"
"(75,707)"
"(75,707)"
"18,043"
"272,183"
"18,043"
"290,226"
