CONSOLIDATED STATEMENT OF CHANGES IN EQUITY,Column,Column,Column,Column,Column,Column
,"Share
premium
Shs’000","Other
reserves
Shs’000","Revenue
reserve
Shs’000",,"Non-
controlling
interest
Shs’000",
,,,,Equity,,
,,,,attributable,,
,,,,to equity,,
,,,,holders,,Total
,,,,Shs’000,,Sh’000
,"73,148","(33,169)","3,809,445",,"2,161,955",
,,,,"4,227,959",,"6,389,914"
,"-
-","-
351","187,414
-",,"123,947
188",
,,,,"187,414",,"311,361"
,,,,351,,539
,-,351,"187,414",,"124,135",
,,,,"187,765",,"311,900"
,"73,148","(32,818)","3,996,859",,"2,286,090",
,,,,"4,415,724",,"6,701,814"
