GROUP,Column,COMPANY,Column
"2022
Shs’000","2021
Shs’000","2022
Shs’000","2021
Shs’000"
"24,180
72,610","23,190
35,937","24,180
-","23,190
-"
"-
96,790","59,127","24,180","23,190"
"2022
Shs’000","2021
Shs’000","2022
Shs’000","2021
Shs’000"
"1,711
267,882","-
626,885","-
-","-
-"
"269,593
-
-
53,222","626,885
-
-
-","-
155,463
116,849
-","-
125,519
96,840
-"
"322,815","626,885","272,312","222,359"
"495,428
13,089
122,137
16,698
2,529","318,081
-
-
-
-","-
-
-
-
-","-
-
-
-
-"
"649,881
-
-
607","318,081
-
-
-","-
7,000
49,696
-","-
7,000
49,696
-"
"650,488","318,081","56,696","56,696"
