-,-,-,-,23 531,23 531
2 558,7 905,19 245,-,-,29 708
2 500,758,37 025,22 947,-,63 230
6 572,-,-,-,-,6 572
9 126,-,-,-,-,9 126
125 110,16 411,26 711,9 122,-,177 354
473,-,-,-,-,473
-,-,-,-,9 879,9 879
-,-,-,-,2 272,2 272
-,-,-,-,878,878
-,-,-,-,2 180,2 180
-,-,-,-,65,65
-,-,-,-,45,45
146 339,25 074,82 981,32 069,38 850,325 313
5 308,-,-,-,-,5 308
2 194,-,-,-,-,2 194
51 938,-,-,-,-,51 938
161 443,15 289,19 503,11 173,-,207 408
1 019,-,-,-,-,1 019
-,5 096,-,-,-,5 096
-,-,-,-,25,25
-,-,-,-,8 119,8 119
-,-,-,-,44 206,44 206
221 902,20 385,19 503,11 173,52 350,325 313
(75 563),4 689,63 478,20 896,(13 500),-
