item,0
2015 Shs'millions,2015 Shs'millions
(19 539) 23 452 (4 215) (3 351),(19 539) 23 452 (4 215) (3 351)
(3 653),(3 653)
(1 012) (17),(1 012) (17)
(1 029),(1 029)
5 133 (2 117) (6 518),5 133 (2 117) (6 518)
(3 502),(3 502)
(8 184),(8 184)
16 196,16 196
8 012,8 012
